date_time,Air_Temp,Barometric_Press,Dew_Point,Relative_Humidity,Wind_Dir,Wind_Gust,Wind_Speed
2011-01-01 09:40:55,17.70,30.40,15.50,91.00,134.60,11.00, 7.60
2011-01-01 09:47:11,18.10,30.40,15.80,90.60,147.20,11.00, 8.00
2011-01-01 09:53:27,18.30,30.40,15.80,89.80,140.00,11.00, 8.40
2011-01-01 09:59:42,18.10,30.40,15.30,88.60,139.00,11.00, 6.80
2011-01-01 10:05:57,17.90,30.40,14.90,87.60,131.80,11.00, 6.20
2011-01-01 10:12:13,18.10,30.40,15.10,87.80,121.20, 8.00, 5.20
2011-01-01 10:18:28,18.30,30.40,15.10,87.20,123.60, 8.00, 6.00
2011-01-01 10:24:43,18.30,30.40,15.10,87.40,126.20,11.00, 7.40
2011-01-01 10:30:58,18.20,30.40,15.20,87.80,142.20,11.00, 6.60
2011-01-01 10:37:14,18.30,30.40,15.60,88.80,137.00,10.00, 7.60
2011-01-01 10:43:29,18.30,30.40,15.50,88.80,143.60,10.00, 6.80
2011-01-01 10:49:45,18.40,30.40,15.30,87.80,125.40,11.00, 6.00
2011-01-01 10:56:01,18.50,30.40,15.60,88.20,126.20,11.00, 5.20
2011-01-01 11:02:16,18.60,30.40,15.50,87.40,117.20,11.00, 4.40
2011-01-01 11:08:31,18.80,30.40,15.80,88.00,126.60, 7.00, 4.40
2011-01-01 11:14:46,19.20,30.40,16.30,88.40,99.60, 7.00, 3.60
2011-01-01 11:21:02,19.50,30.40,16.40,87.20,96.20, 7.00, 3.40
2011-01-01 11:27:19,19.70,30.40,16.20,86.20,113.00, 7.00, 0.20
2011-01-01 11:33:34,19.90,30.40,16.40,86.00,113.00, 7.00, 0.00
2011-01-01 11:39:48,19.90,30.40,16.40,86.00,113.00, 5.00, 0.80
2011-01-01 11:46:04,20.20,30.40,17.00,87.00,115.80, 5.00, 2.60
2011-01-01 11:52:19,20.60,30.40,17.40,87.00,148.00, 6.00, 4.00
2011-01-01 11:58:34,20.70,30.40,17.50,87.00,110.40, 6.00, 3.20
2011-01-01 12:04:49,21.00,30.40,17.60,86.60,110.80, 6.00, 3.60
2011-01-01 12:11:05,21.00,30.40,17.70,87.00,121.80, 8.00, 5.20
2011-01-01 12:17:21,20.90,30.40,17.10,85.00,141.00, 8.00, 2.20
2011-01-01 12:23:36,21.00,30.40,17.60,86.60,128.20, 8.00, 3.20
2011-01-01 12:29:52,21.10,30.40,17.40,85.60,173.80, 8.00, 2.80
2011-01-01 12:36:08,20.90,30.40,17.00,84.80,131.20, 6.00, 2.00
2011-01-01 12:42:24,21.00,30.40,17.40,85.80,111.80, 7.00, 1.80
2011-01-01 12:48:39,21.10,30.40,17.40,85.60,108.00, 7.00, 3.20
2011-01-01 12:54:55,20.90,30.40,17.10,85.00,92.60, 7.00, 0.00
2011-01-01 13:01:13,21.00,30.40,17.20,85.00,92.40, 7.00, 1.00
2011-01-01 13:07:28,21.10,30.40,17.60,86.00,60.60, 4.00, 2.60
2011-01-01 13:13:44,21.00,30.40,17.20,85.00,60.00, 4.00, 0.00
2011-01-01 13:19:59,21.10,30.40,17.20,84.80,61.00, 4.00, 0.60
2011-01-01 13:26:17,21.20,30.40,17.10,83.60,78.00, 4.00, 1.40
2011-01-01 13:32:32,21.50,30.40,17.60,84.60,80.40, 4.00, 0.20
2011-01-01 13:38:47,21.60,30.40,16.90,82.00,336.40, 5.00, 3.60
2011-01-01 13:45:03,21.40,30.40,16.70,81.60,328.00, 5.00, 1.80
2011-01-01 13:51:22,21.40,30.40,16.90,82.20,294.00, 5.00, 2.40
2011-01-01 13:57:37,21.50,30.40,16.90,82.00,309.60, 7.00, 2.00
2011-01-01 14:03:52,21.70,30.40,17.10,82.00,337.00, 7.00, 1.40
2011-01-01 14:10:09,21.80,30.40,17.10,81.80,291.00, 4.00, 2.00
2011-01-01 14:16:25,21.70,30.40,16.90,81.20,307.00, 5.00, 2.40
2011-01-01 14:22:40,21.70,30.40,16.70,80.80,343.60, 5.00, 2.60
2011-01-01 14:28:55,21.80,30.40,16.80,80.60,346.00, 5.00, 0.20
2011-01-01 14:35:10,21.90,30.40,17.00,81.00,346.00, 5.00, 1.20
2011-01-01 14:41:25,21.90,30.40,16.70,80.00,346.00, 3.00, 0.20
2011-01-01 14:47:43,22.00,30.40,16.90,80.40,346.00, 3.00, 0.20
2011-01-01 14:53:57,22.20,30.40,17.40,81.40,346.00, 3.00, 1.00
2011-01-01 15:00:13,22.20,30.40,17.10,80.40,340.00, 4.00, 1.80
2011-01-01 15:06:29,22.20,30.40,17.50,81.60,338.00, 3.00, 0.80
2011-01-01 15:12:44,22.30,30.40,17.40,81.00,338.00, 3.00, 0.00
2011-01-01 15:18:59,22.30,30.40,17.40,81.00,337.40, 4.00, 0.60
2011-01-01 15:25:15,22.50,30.40,17.70,81.80,333.00, 4.00, 1.60
2011-01-01 15:31:30,22.50,30.40,17.60,81.00,327.60, 4.00, 1.40
2011-01-01 15:37:45,22.50,30.40,17.40,80.40,306.00, 3.00, 0.20
2011-01-01 15:44:00,22.50,30.40,17.50,80.80,257.20, 4.00, 0.60
2011-01-01 15:50:16,22.50,30.40,17.80,81.80,192.60, 8.00, 3.00
2011-01-01 15:56:31,22.60,30.40,18.10,82.60,156.60, 8.00, 4.00
2011-01-01 16:02:46,22.60,30.40,18.00,82.40,184.40, 8.00, 5.40
2011-01-01 16:09:02,22.60,30.40,18.40,83.60,164.00, 8.00, 3.80
2011-01-01 16:15:18,22.60,30.40,18.30,83.20,173.20, 8.00, 4.60
2011-01-01 16:21:34,22.60,30.40,18.10,82.80,180.20, 8.00, 5.60
2011-01-01 16:27:49,22.60,30.40,18.30,83.20,172.40, 8.00, 3.80
2011-01-01 16:34:05,22.70,30.40,18.40,83.60,190.00, 9.00, 5.20
2011-01-01 16:40:21,22.80,30.40,18.70,84.00,165.80, 9.00, 6.20
2011-01-01 16:46:36,22.80,30.40,18.60,83.60,166.20, 9.00, 6.40
2011-01-01 16:52:50,22.90,30.40,18.60,83.40,162.00,10.00, 6.20
2011-01-01 16:59:04,22.80,30.40,18.50,83.20,164.40,10.00, 6.20
2011-01-01 17:05:18,22.70,30.40,18.70,84.20,135.40,12.00,10.20
2011-01-01 17:11:32,22.80,30.40,18.90,85.00,144.60,13.00, 8.00
2011-01-01 17:17:46,22.70,30.40,18.90,85.00,153.20,14.00, 9.40
2011-01-01 17:24:00,22.70,30.40,18.80,84.80,139.80,14.00, 9.60
2011-01-01 17:30:14,22.40,30.40,18.50,84.40,145.40,14.00, 7.40
2011-01-01 17:36:29,22.40,30.40,18.70,85.40,131.80,11.00, 7.20
2011-01-01 17:42:43,22.70,30.40,19.10,86.00,142.00,11.00, 7.20
2011-01-01 17:48:56,22.60,30.40,18.90,85.20,148.80,12.00, 7.60
2011-01-01 17:55:11,22.50,30.40,18.70,84.80,153.20,12.00, 5.60
2011-01-01 18:01:25,22.60,30.40,19.20,86.60,127.80,12.00, 6.20
2011-01-01 18:07:39,22.70,30.40,19.30,86.40,133.80, 9.00, 6.80
2011-01-01 18:13:53,22.70,30.40,19.20,86.00,130.40,11.00, 8.40
2011-01-01 18:20:07,22.70,30.40,19.20,86.20,133.80,12.00, 7.80
2011-01-01 18:26:21,22.60,30.40,19.30,87.00,130.60,13.00, 9.60
2011-01-01 18:32:35,22.50,30.40,19.00,86.00,127.80,13.00, 9.60
2011-01-01 18:38:49,22.60,30.40,19.10,86.20,136.60,12.00, 9.00
2011-01-01 18:45:03,22.60,30.40,18.90,85.40,131.20,12.00, 8.40
2011-01-01 18:51:20,22.70,30.40,18.70,84.60,150.80,12.00, 7.00
2011-01-01 18:57:34,22.60,30.40,18.60,84.20,140.60,12.00, 7.60
2011-01-01 19:03:48,22.60,30.40,18.50,84.00,135.80,12.00, 9.40
2011-01-01 19:10:02,22.40,30.40,18.20,83.40,132.20,12.00, 9.00
2011-01-01 19:16:17,22.60,30.40,18.00,82.20,136.80,12.00, 7.80
2011-01-01 19:22:31,22.50,30.40,17.30,79.80,139.00,12.00, 7.40
2011-01-01 19:28:45,22.70,30.40,17.90,81.40,118.40,12.00, 9.00
2011-01-01 19:34:59,22.70,30.40,17.90,81.80,119.00,12.00, 7.60
2011-01-01 19:41:15,22.70,30.40,17.80,81.40,125.40,12.00, 9.00
2011-01-01 19:47:29,22.70,30.40,17.80,81.20,122.80,13.00, 9.20
2011-01-01 19:53:45,22.70,30.40,17.60,80.20,136.00,13.00, 9.80
2011-01-01 19:59:59,22.70,30.40,16.70,77.40,134.80,13.00, 9.20
2011-01-01 20:06:19,22.80,30.40,17.10,78.40,126.00,13.00,10.00
2011-01-01 20:12:33,22.90,30.40,17.60,79.80,133.60,13.00, 9.60
2011-01-01 20:18:47,22.80,30.40,17.40,79.40,121.80,13.00,10.00
2011-01-01 20:25:02,23.00,30.40,18.20,81.60,137.80,15.00,12.40
2011-01-01 20:31:17,22.80,30.40,17.80,80.60,142.20,15.00,12.20
2011-01-01 20:37:31,22.70,30.40,17.80,81.00,142.20,15.00,11.40
2011-01-01 20:43:45,22.50,30.40,17.70,81.60,143.40,15.00,10.60
2011-01-01 20:49:59,22.40,30.40,17.70,81.80,141.00,15.00,11.20
2011-01-01 20:56:16,22.30,30.40,17.40,81.20,144.40,15.00,12.80
2011-01-01 21:02:31,22.30,30.40,17.50,81.40,149.00,15.00,12.00
2011-01-01 21:08:45,22.40,30.40,17.50,81.40,134.60,15.00,12.00
2011-01-01 21:14:59,22.30,30.40,17.30,80.80,131.00,15.00,11.40
2011-01-01 21:21:18,22.20,30.40,17.40,81.40,135.60,18.00,13.20
2011-01-01 21:27:32,22.00,30.40,17.40,82.20,137.40,18.00,12.80
2011-01-01 21:33:46,22.10,30.40,17.80,83.40,133.00,18.00,13.20
2011-01-01 21:40:00,21.70,30.40,17.40,83.20,136.40,16.00,12.80
2011-01-01 21:46:16,21.70,30.40,17.00,81.60,137.40,16.00,12.60
2011-01-01 21:52:31,22.20,30.40,18.00,83.40,146.60,17.00,12.60
2011-01-01 21:58:45,22.40,30.40,18.00,82.80,151.20,17.00,12.20
2011-01-01 22:05:00,22.40,30.40,18.20,83.40,149.80,17.00,11.20
2011-01-01 22:11:17,22.30,30.40,17.90,83.00,138.80,14.00,11.40
2011-01-01 22:17:31,22.40,30.40,18.50,84.80,137.20,15.00,12.40
2011-01-01 22:23:45,22.40,30.40,18.50,84.60,136.80,15.00,12.80
2011-01-01 22:29:59,22.30,30.40,18.20,83.80,124.00,15.00,10.80
2011-01-01 22:36:18,22.30,30.40,17.60,81.80,137.00,13.00, 9.00
2011-01-01 22:42:32,22.30,30.40,17.90,82.60,135.00,14.00,10.80
2011-01-01 22:48:46,22.20,30.40,17.70,82.40,137.00,14.00,10.60
2011-01-01 22:55:01,22.30,30.40,17.90,83.00,121.60,14.00,10.80
2011-01-01 23:01:17,22.30,30.40,17.90,83.00,116.40,15.00,11.60
2011-01-01 23:07:31,22.20,30.40,17.70,82.60,126.40,15.00,10.80
2011-01-01 23:13:45,22.30,30.40,17.90,83.00,128.20,15.00, 9.40
2011-01-01 23:19:59,22.40,30.40,18.60,85.20,115.80,16.00,12.20
2011-01-01 23:26:15,22.20,30.40,18.30,84.60,121.80,18.00,13.40
2011-01-01 23:32:29,21.90,30.40,17.90,84.20,122.00,18.00,11.20
2011-01-01 23:38:43,22.30,30.40,18.70,85.80,120.00,14.00,12.80
2011-01-01 23:44:57,22.40,30.40,18.60,85.00,109.20,14.00,10.40
2011-01-01 23:51:15,22.50,30.40,18.30,83.80,129.40,16.00,12.80
2011-01-01 23:57:29,22.30,30.40,18.50,85.00,122.20,17.00,14.80
2011-01-02 00:03:43,22.00,30.40,17.90,84.20,124.40,17.00,13.00
2011-01-02 00:10:03,21.70,30.40,17.90,85.00,130.40,16.00,14.00
2011-01-02 00:16:17,21.90,30.40,18.50,86.60,120.60,16.00,13.60
2011-01-02 00:22:30,22.00,30.40,18.40,85.60,124.00,16.00,12.80
2011-01-02 00:28:43,21.80,30.40,17.80,84.40,130.00,16.00,12.20
2011-01-02 00:34:56,21.80,30.40,17.50,83.40,134.60,16.00,10.80
2011-01-02 00:41:11,21.80,30.40,17.60,83.60,129.20,15.00,11.20
2011-01-02 00:47:24,21.80,30.40,17.90,84.60,129.60,15.00,11.40
2011-01-02 00:53:37,22.00,30.40,18.10,84.80,139.60,15.00,11.60
2011-01-02 00:59:51,22.10,30.40,18.10,84.20,144.00,15.00,11.00
2011-01-02 01:06:05,22.00,30.40,17.80,83.80,137.40,15.00,10.60
2011-01-02 01:12:18,22.00,30.40,18.20,84.80,138.80,17.00,12.00
2011-01-02 01:18:31,22.00,30.40,18.30,85.40,131.00,17.00,12.80
2011-01-02 01:24:45,21.80,30.40,18.10,85.20,139.60,17.00,12.20
2011-01-02 01:30:58,21.90,30.40,18.30,85.80,145.40,17.00,12.00
2011-01-02 01:37:12,22.10,30.40,18.40,85.60,138.00,13.00,11.00
2011-01-02 01:43:25,22.00,30.40,18.20,85.00,135.20,14.00,11.00
2011-01-02 01:49:38,21.90,30.40,18.30,85.80,142.80,14.00,10.00
2011-01-02 01:55:51,22.00,30.40,18.70,87.00,146.20,14.00, 9.20
2011-01-02 02:02:05,22.00,30.40,18.50,86.00,145.00,14.00, 9.20
2011-01-02 02:08:19,21.90,30.40,18.60,87.00,136.00,11.00, 8.00
2011-01-02 02:14:32,22.00,30.40,18.70,86.80,148.40,12.00, 8.60
2011-01-02 02:20:46,22.10,30.40,18.60,86.00,143.20,12.00, 8.20
2011-01-02 02:27:00,22.30,30.40,19.30,87.80,144.60,13.00, 9.00
2011-01-02 02:33:14,22.10,30.40,18.70,86.20,140.40,13.00, 9.60
2011-01-02 02:39:28,22.00,30.40,18.70,87.00,135.20,13.00,11.60
2011-01-02 02:45:42,22.00,30.40,18.40,85.60,144.20,13.00, 9.80
2011-01-02 02:51:55,22.10,30.40,18.70,86.20,142.00,13.00,10.00
2011-01-02 02:58:09,22.20,30.40,18.60,85.80,133.00,14.00,10.60
2011-01-02 03:04:25,22.10,30.40,18.50,85.80,140.20,14.00,10.40
2011-01-02 03:10:38,22.00,30.40,18.40,85.60,135.80,13.00,11.20
2011-01-02 03:16:51,21.80,30.40,18.20,85.60,138.40,14.00,11.00
2011-01-02 03:23:05,21.80,30.40,18.40,86.60,146.20,14.00,10.80
2011-01-02 03:29:22,22.00,30.40,18.60,86.60,133.20,14.00, 9.40
2011-01-02 03:35:35,21.90,30.40,18.50,86.20,143.40,14.00, 9.60
2011-01-02 03:41:49,22.10,30.40,18.50,85.80,145.20,12.00, 8.80
2011-01-02 03:48:02,22.10,30.40,18.40,85.60,132.60,12.00, 8.80
2011-01-02 03:54:19,22.10,30.40,18.30,85.20,137.60,12.00, 9.00
2011-01-02 04:00:32,22.10,30.40,18.50,85.60,144.40,12.00, 9.20
2011-01-02 04:06:45,22.00,30.40,18.30,85.20,136.80,12.00, 8.00
2011-01-02 04:12:59,22.10,30.40,18.40,85.20,126.20,12.00, 7.60
2011-01-02 04:19:14,22.20,30.40,18.40,85.00,129.60,12.00, 7.60
2011-01-02 04:25:27,22.20,30.40,18.50,85.20,142.00,12.00, 8.40
2011-01-02 04:31:41,22.10,30.40,18.00,84.20,140.80,12.00, 7.80
2011-01-02 04:37:54,22.00,30.40,18.10,84.60,151.40,11.00, 7.60
2011-01-02 04:44:08,22.10,30.40,18.30,85.00,137.20,11.00, 7.20
2011-01-02 04:50:22,22.30,30.40,18.80,86.00,150.00,13.00, 9.20
2011-01-02 04:56:35,22.40,30.40,19.00,86.80,146.40,13.00, 9.80
2011-01-02 05:02:48,22.20,30.40,18.80,86.40,151.80,13.00, 8.20
2011-01-02 05:09:02,22.30,30.40,19.10,87.40,140.40,13.00, 8.60
2011-01-02 05:15:16,22.40,30.40,19.20,87.60,147.60,13.00, 8.60
2011-01-02 05:21:30,22.20,30.40,18.80,86.60,142.60,13.00, 7.80
2011-01-02 05:27:43,22.20,30.40,18.90,87.20,143.80,13.00, 8.20
2011-01-02 05:33:57,22.20,30.40,19.20,88.00,143.40,13.00, 7.80
2011-01-02 05:40:11,22.30,30.40,19.50,88.60,152.40,11.00, 9.00
2011-01-02 05:46:25,22.40,30.40,19.50,88.60,150.60,11.00, 8.20
2011-01-02 05:52:38,22.40,30.40,19.70,89.00,150.80,13.00, 9.20
2011-01-02 05:58:51,22.50,30.40,19.80,89.00,153.40,13.00, 9.40
2011-01-02 06:05:04,22.50,30.40,19.80,89.00,151.80,13.00, 9.20
2011-01-02 06:11:18,22.50,30.40,19.90,89.40,153.60,12.00, 9.00
2011-01-02 06:17:32,22.50,30.40,19.70,88.80,146.20,12.00, 8.40
2011-01-02 06:23:46,22.40,30.40,19.30,87.60,145.00,12.00, 7.20
2011-01-02 06:29:59,22.60,30.40,19.40,87.40,136.00,12.00, 7.40
2011-01-02 06:36:16,22.80,30.40,19.50,87.00,135.80,10.00, 8.00
2011-01-02 06:42:30,22.80,30.40,19.50,87.00,140.60,10.00, 7.20
2011-01-02 06:48:43,22.80,30.40,19.40,86.60,131.20,10.00, 7.20
2011-01-02 06:54:57,22.80,30.40,19.40,86.80,119.20,10.00, 6.00
2011-01-02 07:01:13,22.90,30.40,20.00,88.60,110.40,10.00, 6.40
2011-01-02 07:07:27,22.90,30.40,20.00,88.60,111.40, 9.00, 6.40
2011-01-02 07:13:42,22.90,30.40,20.10,88.80,118.20, 9.00, 7.40
2011-01-02 07:19:58,22.70,30.40,19.60,87.60,121.40, 9.00, 6.60
2011-01-02 07:26:15,22.70,30.40,19.70,88.00,132.20, 9.00, 7.00
2011-01-02 07:32:30,22.70,30.40,20.00,89.00,150.40,10.00, 6.40
2011-01-02 07:38:44,22.70,30.40,19.90,88.60,146.40, 8.00, 6.20
2011-01-02 07:44:59,22.60,30.40,19.80,88.60,143.40, 9.00, 6.80
2011-01-02 07:51:17,22.50,30.40,19.60,88.20,146.60, 9.00, 7.40
2011-01-02 07:57:32,22.50,30.40,19.40,87.80,139.20, 9.00, 7.40
2011-01-02 08:03:47,22.50,30.40,19.60,88.20,142.40,10.00, 8.00
2011-01-02 08:10:03,22.50,30.40,19.50,88.00,149.40,12.00, 8.00
2011-01-02 08:16:18,22.40,30.40,19.50,88.20,130.60,12.00, 7.80
2011-01-02 08:22:33,22.50,30.40,19.60,88.20,138.60,12.00, 8.40
2011-01-02 08:28:48,22.60,30.40,19.80,88.60,144.00,14.00, 9.60
2011-01-02 08:35:02,22.70,30.40,19.70,88.00,150.20,14.00, 8.60
2011-01-02 08:41:18,22.70,30.40,19.60,87.60,151.40,12.00, 8.00
2011-01-02 08:47:33,22.70,30.40,19.40,87.00,148.40,12.00, 7.40
2011-01-02 08:53:48,22.80,30.40,19.30,86.40,138.00,12.00, 9.40
2011-01-02 09:00:03,22.80,30.40,19.40,86.60,141.00,13.00, 9.00
2011-01-02 09:06:20,22.80,30.40,19.40,86.60,139.80,13.00,11.00
2011-01-02 09:12:35,22.90,30.40,19.70,87.20,138.20,13.00,11.40
2011-01-02 09:18:50,22.90,30.40,19.60,87.00,145.80,14.00,10.60
2011-01-02 09:27:05,22.50,30.40,19.30,87.20,134.60,14.00,11.40
2011-01-02 09:33:21,22.50,30.40,19.30,87.40,142.60,14.00,10.20
2011-01-02 09:39:36,22.40,30.40,19.00,86.60,144.20,12.00, 8.80
2011-01-02 09:45:51,22.60,30.40,19.60,88.00,140.20,12.00, 6.60
2011-01-02 09:53:07,22.90,30.40,19.80,87.60,121.60,12.00, 4.80
2011-01-02 09:59:25,23.30,30.40,20.20,87.60,113.40,12.00, 5.00
2011-01-02 10:05:41,23.50,30.40,20.00,86.40,125.60,12.00, 5.60
2011-01-02 10:11:56,23.50,30.40,19.90,85.80,119.40, 9.00, 6.20
2011-01-02 10:18:12,23.60,30.40,20.30,86.80,113.60, 9.00, 6.40
2011-01-02 10:24:29,23.70,30.40,20.20,86.20,125.80, 9.00, 5.80
2011-01-02 10:30:44,23.60,30.40,20.20,86.60,128.80, 9.00, 6.40
